artist,title,rating
"Duke Ellington","Blue Moon",4
"Duke Ellington",Tenderly,2
"Duke Ellington","Blues In Orbit",0
"Duke Ellington & Coleman Hawkins","You Dirty Dog",4
"Duke Ellington & Coleman Hawkins","Ray Charles' Place",3
"Duke Ellington & Coleman Hawkins","The Jeep Is Jumpin'",0
"Duke Ellington & His Award Winners","The Swinger's Jump (Alt Tk)",0
"Duke Ellington & His Award Winners","Brown Penny",2
"Duke Ellington & His Award Winners","In A Mellow Tone",5
"Duke Ellington & His Award Winners","Three J's Blues",5
"Duke Ellington & His Award Winners","The Swinger's Jump",0
"Duke Ellington & His Award Winners","The Swingers Get The Blues, Too",4
"Duke Ellington & His Award Winners","Pie Eye's Blues",4
"Duke Ellington & His Famous Orchestra","It Don't Mean a Thing (If It Ain't Got That Swing)",0
"Duke Ellington & His Famous Orchestra","Take The 'a' Train",1
"Duke Ellington & His Famous Orchestra","The Mooch",4
"Duke Ellington & His Famous Orchestra","Just A-Settin' And A-Rockin'",3
"Duke Ellington & His Famous Orchestra","Satin Doll  (1953) [Ellington & Mercer]",3
"Duke Ellington & His Orchestra","Trombone Blues",0
"Duke Ellington & His Orchestra","Down In Our Alley Blues",0
"Duke Ellington & His Orchestra","Georgia Grind",0
"Duke Ellington & His Orchestra","Hop Head",0
"Duke Ellington & His Orchestra","(You've Got Those) Wanna-Go-Back-Again Blues",1
"Duke Ellington & His Orchestra","Parlor Social Stomp",0
"Duke Ellington & His Orchestra","Choo Choo (Gotta Hurry Home)",0
"Duke Ellington & His Orchestra","The Creeper",0
"Duke Ellington & His Orchestra","I'm Gonna Hang Around My Sugar",0
"Duke Ellington & His Orchestra","Li'l Farina",0
"Duke Ellington & His Orchestra","Animal Crackers",0
"Duke Ellington & His Orchestra","New Orleans Low-Down",0
"Duke Ellington & His Orchestra","Immigration Blues",2
"Duke Ellington & His Orchestra","East St. Louis Toodle-Oo",2
"Duke Ellington & His Orchestra","Birmingham Breakdown",0
"Duke Ellington & His Orchestra",Soliloquy,2
"Duke Ellington & John Coltrane","Take The Coltrane",0
"Duke Ellington & John Coltrane","Big Nick",4
"Duke Ellington & John Coltrane",Stevie,0
"Duke Ellington & John Coltrane",Angelica,0
"Duke Ellington - Cotton Club O","Sam And Delilah (V C B)",0
"Duke Ellington And Famous Orchestra","Serenade To Sweden",2
"Duke Ellington And Famous Orchestra","I'm Checkin' Out, Goom Bye",0
"Duke Ellington And His Cotton Club Orchestra","I Must Have That Man",0
"Duke Ellington And His Cotton Club Orchestra","High Life",0
"Duke Ellington And His Cotton Club Orchestra","Tiger Rag Part 2",0
"Duke Ellington And His Cotton Club Orchestra","No, Papa, No",4
"Duke Ellington And His Cotton Club Orchestra","Tiger Rag Part 1",0
"Duke Ellington And His Cotton Club Orchestra","Tiger Rag, (Part II)",0
"Duke Ellington And His Cotton Club Orchestra","Hot Feet",0
"Duke Ellington And His Cotton Club Orchestra","Arabian Lover",2
"Duke Ellington And His Cotton Club Orchestra","Cotton Club Stomp",0
"Duke Ellington And His Cotton Club Orchestra","Tiger Rag, (Part I)",0
"Duke Ellington And His Cotton Club Orchestra","Flaming Youth",0
"Duke Ellington And His Cotton Club Orchestra","Bandanna Babies",0
"Duke Ellington And His Cotton Club Orchestra","The Dicty Glide",2
"Duke Ellington And His Cotton Club Orchestra","Sloppy Joe",3
"Duke Ellington And His Cotton Club Orchestra","Doin' The Voom Voom",3
"Duke Ellington And His Famous","Kissin' My Baby Goodnight",3
