"#","Timestamp","Cover Art","Played","Album Artist","Album","Artist","Title","Year","Rating","Genre","Composer","Grouping","Track #","Key","BPM","Duration","Bitrate","ReplayGain","Type","Date Added","Location","Comment"
"11","2020-02-15T23:16:06","36099","(0)","Reverent Juke","We Are The Juke","Reverent Juke","Front And Center","2019","","Swing","","lindy, charleston, bal","5","F","187.09661633","03:45","870","-3.5182 dB","flac","2019-11-10T01:05:49","../Music/swing/Reverent Juke/05 - Front and Center.flac",""
"12","2020-02-15T23:16:06","0","(0)","","","03","Exactly Like You","","","","","bal, shag, charleston","","B♭","180","03:00","128","-5.82196 dB","mp3","2019-06-15T22:00:05","../Music/swing/Ali Affleck/03 - Exactly Like You.mp3",""
"13","2020-02-15T23:16:06","0","(0)","","Decca 1596 Mx: 62896-A","Ella Fitzgerald And Her Savoy Eight","Bei Mir Bist Du Schoen","","","Jazz","","bal, charleston, lindy","","Cm","179","03:00","128","-1.62647 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald And Her Savoy Eight/Bei Mir Bist Du Schoen.mp3","NY Dec 21 1937"
"14","2020-02-15T23:16:06","0","(0)","Ali Affleck and The Copper Cats","Serendipity","Ali Affleck and The Copper Cats","When I Get Low I Get High","2016","","","","charleston/bal","24","Dm","177.31123149","04:07","320","-7.98294 dB","mp3","2019-10-21T18:31:01","../Music/swing/Ali Affleck/When I Get Low I Get High.mp3","Downloaded from aliaffleck.com"
"15","2020-02-15T23:16:06","0","(0)","","Decca 2231B Mx: 64464","Chick Webb And His Orchestra","Who Ya Hunchin'?","","","","","lindy, charleston, bal","","A♭","177","02:53","320","-3.28281 dB","mp3","2019-06-15T22:00:19","../Music/swing/Chick Webb/Chick Webb And His Orchestra/Who Ya Hunchin'?.mp3",""
"16","2020-02-15T23:16:06","18830","(0)","","Shorty's Got to Go","Bill Johnson and his Musical Notes;Bill Johnson;Lucky Millender","Shorty's Got to Go","","","Popular Music","","lindy, charleston","01","Fm","177","03:02","224","-0.0469652 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/Shorty's Got to Go.mp3","https://archive.org/details/78_shortys-got-to-go_bill-johnson-and-his-musical-notes-bill-johnson-lucky-millender_gbia0043917b"
"17","2020-02-15T23:16:06","0","(0)","","CCO 4690-1 Columbia 37238","Woody Herman And His Orchestra","Woodchopper's Ball","1946","","Jazz","","charleston/bal","","D♭","175.73246043","03:15","128","0.901748 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/COLCCO4690-1.mp3",""
"18","2020-02-15T23:16:06","0","(1)","","Decca 2922 Mx: 60982-A","Count Basie And His Orchestra","Jive At Five","","","","","charleston, lindy","","A","175.39989483","02:47","320","1.55973 dB","mp3","2019-06-15T22:00:07","../Music/swing/Count Basie/Count Basie And His Orchestra/Jive At Five.mp3",""
"19","2020-02-15T23:16:06","31273","(0)","Johnny Hodges & His Orchestra","Castle Rock","Johnny Hodges & His Orchestra","Something to Pat Your Foot To","2018","","Jazz","Sears","lindy","8","D♭","175.11570754716982","02:52","190","-7.90034 dB","mp3","2019-06-15T22:00:06","../Music/swing/updated/Something_to_Pat_Your_Foot_To.mp3","Amazon.com Song ID: 200000306261106"
"20","2020-02-15T23:16:06","36099","(0)","Reverent Juke","We Are The Juke","Reverent Juke","Shufflin' & Rollin'","2019","","Swing","","lindy, charleston","3","F","173.20471007","03:54","907","-4.75305 dB","flac","2019-11-10T01:05:58","../Music/swing/Reverent Juke/03 - Shufflin' & Rollin'.flac",""
"21","2020-02-15T23:16:06","0","(0)","","Verve MGV4023 Mx: 20236-4","Ella Fitzgerald","Ev'rything I've Got (Belongs To You)","","","","","lindy, charleston","","B♭","173","03:25","320","-5.06888 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Ev'rything I've Got (Belongs To You).mp3",""
"22","2020-02-15T23:16:06","0","(0)","","Verve MGV4021 Mx: 22563-8","Ella Fitzgerald And Marty Paich's Dektette","You Hit The Spot","","","","","charleston, lindy","","Cm","172","02:44","128","-0.485677 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald And Marty Paich's Dektette/You Hit The Spot.mp3",""
"23","2020-02-15T23:16:06","0","(0)","","Decca 1521 Mx: 62728","Chick Webb And His Orchestra","Holiday In Harlem","","","","","lindy, charleston","","D","171","03:12","320","-2.36039 dB","mp3","2019-06-15T22:00:19","../Music/swing/Chick Webb/Chick Webb And His Orchestra/Holiday In Harlem.mp3",""
"24","2020-02-15T23:16:06","0","(0)","","Verve MGV4030 Mx: 22148-5","Ella Fitzgerald","Alexander's Ragtime Band","","","","","charleston, lindy, shag","","E♭","168.45998041","02:44","320","-2.90601 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Alexander's Ragtime Band.mp3",""
"25","2020-02-15T23:16:06","16319","(0)","Erin McKeown","Sing You Sinners","Erin McKeown","Cou Cou","2007","","Alternative Rock","","bal/charleston","3","Dm","168.21664594","02:15","251","-6.08657 dB","mp3","2019-06-15T22:00:07","../Music/swing/other/Cou Cou.mp3","Amazon.com Song ID: 282474918"
"26","2020-02-15T23:16:06","8290","(0)","Slim Gaillard","Flat Foot Floogie","Slim Gaillard","Flat Foot Floogie","2018","","Blues","","lindy/charleston","1","F♯/G♭","167.06179746","02:46","190","-1.50053 dB","mp3","2019-06-15T22:00:05","../Music/swing/updated/Flat_Foot_Floogie.mp3","Amazon.com Song ID: 200000299472861"
"27","2020-02-15T23:16:06","0","(0)","","Victor 27380A Mx: 055283-1","Duke Ellington And His Orchestra","Take The A Train","","","","","lindy, charleston","","E♭","167","02:55","224","-2.30084 dB","mp3","2019-06-15T22:00:17","../Music/swing/Duke Ellington/Duke Ellington And His Orchestra/Take The A Train.mp3",""
"28","2020-02-15T23:16:06","0","(0)","","Decca 2148 Mx: 63937-A","Chick Webb And His Orchestra With Ella Fitzgerald","Ella","","","","","lindy, charleston","","B♭","167","02:48","320","-1.73894 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Chick Webb And His Orchestra With Ella Fitzgerald/Ella.mp3",""
"29","2020-02-15T23:16:06","0","(0)","","Decca 23839 Mx: 73329-A","Lionel Hampton And His Quartet","Ridin' On The L & N","","","","","charleston, lindy","","A♭","167","02:53","320","-2.09709 dB","mp3","2019-06-15T22:00:09","../Music/swing/Lionel Hampton/Lionel Hampton And His Quartet/Ridin' On The L & N.mp3",""
"30","2020-02-15T23:16:06","0","(0)","","Decca 1840 Mx: 63693-A","Chick Webb & His Orch. Feat. Ella Fitzgerald","A Tisket A Tasket","","","","","lindy, charleston","","A♭","166","02:38","320","-1.05162 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Chick Webb & His Orch. Feat. Ella Fitzgerald/A Tisket A Tasket.mp3",""
"31","2020-02-15T23:16:06","0","(0)","","Verve MGV4049 Mx: 20070-5","Ella Fitzgerald","Too Darn Hot","","","","","lindy, charleston","","Cm","165.677755","03:50","320","-3.4178 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Too Darn Hot.mp3",""
"32","2020-02-15T23:16:06","36099","(0)","Reverent Juke","We Are The Juke","Reverent Juke","Love's In My Heart","2019","","Swing","","lindy, charleston, bal","6","F","165.56020897","03:15","755","-1.24405 dB","flac","2019-11-10T01:05:55","../Music/swing/Reverent Juke/06 - Love's in my Heart.flac",""
"33","2020-02-15T23:16:06","0","(0)","","Decca 1880A Mx: 63286-A","Count Basie And His Orchestra","Sent For You Yesterday","","","","","lindy, charleston","","E♭","164","02:56","224","0.593524 dB","mp3","2019-06-15T22:00:07","../Music/swing/Count Basie/Count Basie And His Orchestra/Sent For You Yesterday.mp3",""
"34","2020-02-15T23:16:06","36099","(0)","Reverent Juke","We Are The Juke","Reverent Juke","Jive At Five","2019","","Swing","","lindy","8","Cm","162.96567331","03:35","827","-2.75086 dB","flac","2019-11-10T01:05:55","../Music/swing/Reverent Juke/08 - Jive at Five.flac",""
"35","2020-02-15T23:16:06","0","(0)","Ali Affleck and The C|opper Cats","Serendipity","Ali Affleck and The C|opper Cats","Please Don't Talk About Me","","","Alternative","","lindy","5","D","162.74111544","03:29","128","-0.890482 dB","mp3","2019-06-15T22:00:05","../Music/swing/Ali Affleck/Please Don't Talk About Me When I'm Gone.mp3",""
"36","2020-02-15T23:16:06","0","(0)","","CBS VO4582","JIMMIE LUNCEFORD & HIS ORCH","TAIN'T WHAT YOU DO","1939","","","","","","D♭","162","03:06","224","-0.278136 dB","mp3","2019-06-15T22:00:12","../Music/swing/Jimmie Lunceford/JIMMIE LUNCEFORD & HIS ORCH/TAIN'T WHAT YOU DO.mp3",""
"37","2020-02-15T23:16:06","0","(0)","","Columbia CL1445 Mx: C064449-4","Duke Ellington & His Award Winners","In A Mellow Tone","","","","","lindy","","A♭","160","02:43","320","2.19379 dB","mp3","2019-06-15T22:00:18","../Music/swing/Duke Ellington/Duke Ellington & His Award Winners/In A Mellow Tone.mp3",""
"38","2020-02-15T23:16:06","0","(0)","","DECCA 1569","JIMMIE LUNCEFORD & HIS ORCH","ANNIE LAURIE","1937","","","","lindy, charleston","","E♭","160","03:13","224","-3.08689 dB","mp3","2019-06-15T22:00:12","../Music/swing/Jimmie Lunceford/JIMMIE LUNCEFORD & HIS ORCH/ANNIE LAURIE.mp3","                              "
"39","2020-02-15T23:16:06","0","(0)","compliments of grimriper2u@yahoo.com","for public Domain. not for resale.","Roy Eldridge","WatchTheBirdie1942","","","","","lindy","","E","160","03:09","192","-0.860308 dB","mp3","2019-06-15T22:00:04","../Music/swing/Roy Eldridge/RoyEldridgeOrchAndAnitaOday-WatchTheBirdie1942.mp3",""
"40","2020-02-15T23:16:06","0","(0)","","038109-1 Victor 26376","Tommy Dorsey And His Orchestra","Stomp It Off","1939","","Jazz","","lindy, charleston","","Dm","159.810163541888","03:46","224","-3.45181 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/Stomp it off.mp3",""
"41","2020-02-15T23:16:06","0","(1)","","Decca 2231 Mx: 64460-A","Chick Webb And His Orchestra With Ella Fitzgerald","Gotta Pebble In My Shoe","","","","","lindy","","G","159","02:57","320","-2.65387 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Chick Webb And His Orchestra With Ella Fitzgerald/Gotta Pebble In My Shoe.mp3",""
"42","2020-02-15T23:16:06","0","(0)","","Verve MGV4036 Mx: 22142-2","Ella Fitzgerald","Blue Skies","","","","","lindy","","G","159","03:44","320","-3.42544 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Blue Skies.mp3",""
"43","2020-02-15T23:16:06","0","(1)","","Swing 8420 Mx: OSW-131-1","Quintette Du Hot Club De France","Coucou","","","","","charleston, lindy","","Am","158.89774576","02:43","320","0.0448834 dB","mp3","2019-06-15T22:00:12","../Music/swing/Django Reinhardt/Quintette Du Hot Club De France/Coucou.mp3",""
"44","2020-02-15T23:16:06","7450","(1)","","","","Massachusetts","","","","","lindy/charleston","","Cm","156.06574345","01:42","320","-0.782211 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/Massachusetts.mp3",""
"45","2020-02-15T23:16:06","24484","(0)","","","","Perdido","","","","","lindy","","B♭","154.4341491","03:15","320","-0.235465 dB","mp3","2019-06-15T22:00:05","../Music/swing/updated/Perdido.mp3",""
"46","2020-02-15T23:16:06","33870","(0)","","Apollo Jump","Lucky Millinder And His Orchestra;Lucky Millinder;Ernest Puree;Prince Robinson","Apollo Jump","","","","","lindy","01","G","153.48357217","03:28","149","-1.87811 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/Apollo Jump.mp3","https://archive.org/details/78_apollo-jump_lucky-millinder-and-his-orchestra-lucky-millinder-ernest-puree-prince-r_gbia0011900b"
"47","2020-02-15T23:16:06","48475","(0)","Lucky Millinder","Apollo Jump","Lucky Millinder","Apollo Jump","2017","","Pop","","lindy","1","G","153.45404332","03:26","171","-6.70016 dB","mp3","2019-06-15T22:00:05","../Music/swing/updated/Apollo_Jump.mp3","Amazon.com Song ID: 288656945"
"48","2020-02-15T23:16:06","59950","(0)","","","","Shorty's got to go","","","","","lindy/charleston","","F♯m","153.30296469","03:06","320","-8.06823 dB","mp3","2019-06-15T22:00:06","../Music/swing/updated/Shorty's got to go.mp3",""
"49","2020-02-15T23:16:06","0","(0)","","Verve MGV4021 Mx: 22577-2","Ella Fitzgerald","Little Jazz","","","","","lindy","","D♭","153","03:03","320","0.0467422 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Little Jazz.mp3",""
"50","2020-02-15T23:16:06","0","(1)","compliments of grimriper2u@yahoo.com","for public Domain. not for resale.","Roy Eldridge","LetMeOffUptown1941","","","","","lindy","","D♭","152","03:02","192","-2.04529 dB","mp3","2019-06-15T22:00:04","../Music/swing/Roy Eldridge/RoyEldridgeOrchAndAnitaOday-LetMeOffUptown1941.mp3",""
"51","2020-02-15T23:16:06","0","(0)","","66531-A Decca 2762","Woody Herman And His Orchestra","Put That Down In Writing","1939","","Jazz","","lindy","","A♭","149.39453253874765","03:03","320","-3.02523 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/DEC66531.mp3",""
"52","2020-02-15T23:16:06","0","(0)","","Decca 2309 Mx: 64575-A","Chick Webb And His Orchestra With Ella Fitzgerald","It's Foxy","","","","","lindy","","Cm","148","03:05","320","-2.00849 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Chick Webb And His Orchestra With Ella Fitzgerald/It's Foxy.mp3",""
"53","2020-02-15T23:16:06","0","(0)","","Decca 3236A Mx: 67358","Ella Fitzgerald And Her Orchestra","Take It From The Top","","","","","lindy","","F","148","03:01","320","-1.95649 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Ella Fitzgerald And Her Orchestra/Take It From The Top.mp3",""
"54","2020-02-15T23:16:06","24818","(0)","Gordon Webster","Live in Rochester","Gordon Webster","Ochi Chorniye","2012","","","","lindy","3","Dm","148","04:30","186","-5.04929 dB","mp3","2019-06-15T22:00:06","../Music/swing/Gordon Webster/Ochi Chorniye.mp3","Visit http://gordonwebstermusic.bandcamp.com"
"55","2020-02-15T23:16:06","7443","(0)","","Love Me or Leave Me","Sammy David, Jr.;Sy Oliver;Walter Donaldson;Gus Kahn","Love Me or Leave Me","","","Jazz","","lindy","01","C♯m","147.68915396","03:01","199","3.01498 dB","mp3","2019-06-15T22:00:07","../Music/swing/other/Love Me or Leave Me.mp3","https://archive.org/details/78_love-me-or-leave-me_sammy-david-jr-sy-oliver-walter-donaldson-gus-kahn_gbia0024060b"
"56","2020-02-15T23:16:06","0","(0)","","Columbia CL1445 Mx: C064441","Duke Ellington & His Award Winners","Three J's Blues","","","","","lindy","","Cm","147","02:55","320","1.86113 dB","mp3","2019-06-15T22:00:18","../Music/swing/Duke Ellington/Duke Ellington & His Award Winners/Three J's Blues.mp3",""
"57","2020-02-15T23:16:06","13982","(0)","Sammy Davis, Jr.","Love Me or Leave Me","Sammy Davis, Jr.","Love Me or Leave Me (Remastered)","2014","","Jazz","Gus Kahn","lindy","1","F♯m","146.27595087","02:58","276","-11.622 dB","mp3","2019-06-15T22:00:05","../Music/swing/updated/Love_Me_or_Leave_Me_(Remastered).mp3","Amazon.com Song ID: 251786889"
"58","2020-02-15T23:16:06","0","(1)","","Unknown album (08/01/2013 16:56:06)","Ali A and Vieux Carre","Miss Brown to you","2013","","Other","","lindy","1","B♭","146","02:43","128","-3.93703 dB","mp3","2019-06-15T22:00:05","../Music/swing/Ali Affleck/06 Miss Brown to You.mp3",""
"59","2020-02-15T23:16:06","38823","(0)","compliments of grimriper2u@yahoo.com","for public Domain. not for resale.","Roy Eldridge","JumpThroughTheWindow","","","","","lindy","","C","146","02:41","128","-1.43596 dB","mp3","2019-06-15T22:00:04","../Music/swing/Roy Eldridge/RoyEldridgeOrch-JumpThroughTheWindow.mp3",""
"60","2020-02-15T23:16:06","0","(0)","","Verve MGV4030 Mx: 22146-3","Ella Fitzgerald","Puttin' On The Ritz","","","","","lindy","","Cm","145","02:19","320","-1.47723 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Puttin' On The Ritz.mp3",""
"61","2020-02-15T23:16:06","57408","(1)","","","Erskine Hawkins","Tuxedo Junction","","","","","lindy","","B♭","144.94022731","03:21","320","-9.83899 dB","mp3","2019-06-15T22:00:05","../Music/swing/updated/Erskine Hawkins - Tuxedo Junction.mp3",""
"62","2020-02-15T23:16:06","0","(1)","","Verve MGV4021 Mx: 22569-3","Ella Fitzgerald And Marty Paich's Dektette","Teardrops From My Eyes","","","","","lindy, charleston","","C♯m","143","03:45","128","-0.149421 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald And Marty Paich's Dektette/Teardrops From My Eyes.mp3",""
"63","2020-02-15T23:16:06","0","(0)","","Verve MGV4021 Mx: 22574-3","Ella Fitzgerald And Marty Paich's Dektette","720 In The Books","","","","","boogie, lindy","","Dm","143","02:53","320","1.76057 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald And Marty Paich's Dektette/720 In The Books.mp3",""
"64","2020-02-15T23:16:06","0","(2)","","RCA 20-3514 Mx: D9VB1768","Count Basie And His Orchestra","Shoutin' Blues","","","","","lindy, charleston","","Dm","143","02:36","320","-6.50277 dB","mp3","2019-06-15T22:00:08","../Music/swing/Count Basie/Count Basie And His Orchestra/Shoutin' Blues.mp3",""
"65","2020-02-15T23:16:06","9157","(0)","","Shout, Sister, Shout!","Lucky Millinder And His Orchestra;Rosetta Tharpe;Lucky Millinder;William Doggett","Shout, Sister, Shout!","","","","","lindy","01","F","140","02:51","150","-3.78137 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/Shout, Sister, Shout.mp3","https://archive.org/details/78_shout-sister-shout_lucky-millinder-and-his-orchestra-rosetta-tharpe-lucky-millin_gbia0013331b"
"66","2020-02-15T23:16:06","0","(1)","","Decca 2556 Mx: 65446-A","Chick Webb & His Orch. Feat. Ella Fitzgerald","Little White Lies","","","","","lindy","","E♭","139","02:55","320","-0.542472 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Chick Webb & His Orch. Feat. Ella Fitzgerald/Little White Lies.mp3",""
"67","2020-02-15T23:16:06","0","(1)","","Verve MGV4017 Mx: 21140-3","Ella Fitzgerald","Comes Love","","","","","lindy","","Dm","136","02:28","320","-1.87525 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Comes Love.mp3",""
"68","2020-02-15T23:16:06","0","(1)","","Decca-18754","Lionel Hampton And His Orchestra","Hey, Ba-Ba-Re-Bop","1945","","Jazz","","","1","F","134","03:22","320","-3.68053 dB","mp3","2019-06-15T22:00:09","../Music/swing/Lionel Hampton/Lionel Hampton And His Orchestra/Hey, Ba-Ba-Re-Bop.mp3",""
"69","2020-02-15T23:16:06","0","(0)","","Victor-27880","Duke Ellington And His Famous Orchestra","Perdido","1942","","Jazz","","","1","Dm","133","03:11","320","1.65814 dB","mp3","2019-06-15T22:00:17","../Music/swing/Duke Ellington/Duke Ellington And His Famous Orchestra/Perdido.mp3","Wardell Jones )tp), Ray Nance (tp, vn), Rex Stewart (co), Joe Nanton, Lawrence Brown (tb), Juan Tizol (vtb), Barney Bigard (cl), Johnny Hodges (cl, ss, as), Harry Carney (cl, as, bar), Otto Hardwick (as, bsx), Ben Webster (ts), Duke Ellington or Billy Strayhorn (p), Fred Guy (g), Junior Raglin (sb), Sonny Greer (dm) - "
"70","2020-02-15T23:16:06","0","(1)","","","","Coucou","","","","","lindy","","C","132","04:11","127","-4.65139 dB","mp3","2019-06-15T22:00:05","../Music/swing/Ali Affleck/Coucou.mp3",""
"71","2020-02-15T23:16:06","0","(1)","","Unknown album (08/01/2013 16:56:06)","Ali A and Vieux Carre","Am I Blue?","2013","","Other","","lindy","1","B♭","130","03:48","128","-3.65155 dB","mp3","2019-06-15T22:00:05","../Music/swing/Ali Affleck/01 Am I Blue.mp3",""
"72","2020-02-15T23:16:06","0","(0)","","Verve 83554-2","Ella Fitzgerald","I Can't Give You Anything But Love","","","","","lindy","","Gm","128","03:30","320","0.653249 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/I Can't Give You Anything But Love.mp3",""
"73","2020-02-15T23:16:06","0","(0)","","Swing 194 Mx: OSW116-1","Andre Ekyan","A Pretty Girl Is Like A Melody","","","","","slow+fast bal","","F","128","02:39","320","1.64477 dB","mp3","2019-06-15T22:00:11","../Music/swing/Django Reinhardt/Andre Ekyan/A Pretty Girl Is Like A Melody.mp3",""
"74","2020-02-15T23:16:06","35989","(1)","Reader's Digest","I've Heard That Song Before Disc 1","Reader's Digest","I've Heard That Song Before","1991","","Oldies","","","11","Dm","127","02:24","224","-0.284499 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/IveHeardThatSongBefore.mp3",""
"75","2020-02-15T23:16:06","0","(0)","","VICTOR 26788","DUKE ELLINGTON & HIS ORCH","IN A MELLOTONE","1940","","","","lindy","115","Fm","126","03:17","224","-0.769521 dB","mp3","2019-06-15T22:00:16","../Music/swing/Duke Ellington/DUKE ELLINGTON & HIS ORCH/IN A MELLOTONE.mp3",""
"76","2020-02-15T23:16:06","62841","(0)","Sy Oliver","Yes Indeed (Paris, France, 1973) [The Definitive Black & Blue Sessions]","Sy Oliver","Yes Indeed","2007","","Jazz","Sy Oliver","","1","G","125.08776649746193","03:14","229","-2.13934 dB","mp3","2019-06-15T22:00:05","../Music/swing/updated/Yes_Indeed.mp3","Amazon.com Song ID: 204675799"
"77","2020-02-15T23:16:06","0","(0)","","Verve MGV4009-2 Mx: 21775-8","Ella Fitzgerald","Love You Madly","","","","","lindy","","C","125","04:41","320","-2.39842 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Love You Madly.mp3",""
"78","2020-02-15T23:16:06","0","(0)","","HCO-912-1 Columbia 36668","Harry James And His Orchestra","I've Heard That Song Before","1942","","Jazz","","","","Dm","121.6225362129522","02:59","224","-0.283205 dB","mp3","2019-06-15T22:00:05","../Music/swing/updated/I've heard that song before.mp3",""
"79","2020-02-15T23:16:06","0","(1)","","Swing 249 Mx: OSW418-1","Django Reinhardt Et Le Quintette Du Hot Club De France","On The Sunny Side Of The Street","","","","","lindy","","Am","121","02:51","320","0.529103 dB","mp3","2019-06-15T22:00:11","../Music/swing/Django Reinhardt/Django Reinhardt Et Le Quintette Du Hot Club De France/On The Sunny Side Of The Street.mp3",""
"80","2020-02-15T23:16:06","0","(0)","","33905-1 Bluebird B10153","Charlie Barnet And His Orchest","A New Moon And An Old Serenade","1939","","Jazz","","","","E♭","119","03:15","320","-3.959 dB","mp3","2019-06-15T22:00:04","../Music/swing/Charlie Barnet/BLU033905.mp3",""
"81","2020-02-15T23:16:06","0","(0)","","67029-A Decca 2970","Woody Herman And His Orchestra","Would Ja Mind ?","1940","","Jazz","","","","E♭","118.2455614973262","03:06","320","-2.96807 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/DEC67029.mp3",""
"82","2020-02-15T23:16:06","0","(0)","","RTE 710707","Duke Ellington","Things Ain't What They Used To Be (Johnny Hodges, As)","","","","","lindy","","C♯m","118","04:08","320","-4.54284 dB","mp3","2019-06-15T22:00:18","../Music/swing/Duke Ellington/Duke Ellington/Things Ain't What They Used To Be (Johnny Hodges, As).mp3",""
"83","2020-02-15T23:16:06","0","(0)","","Verve MGV4049 Mx: 20093-5","Ella Fitzgerald","All Of You","","","","","lindy","","C","118","01:46","320","-3.17507 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/All Of You.mp3",""
"84","2020-02-15T23:16:06","36099","(0)","Reverent Juke","We Are The Juke","Reverent Juke","East St. Louis Toodle-Oo","2019","","Swing","","lindy","2","Cm","116.71041018","03:42","711","-2.09209 dB","flac","2019-11-10T01:06:00","../Music/swing/Reverent Juke/02 - East St. Louis Toodle-Oo.flac",""
